user_id, session_id, name, wasSkipped, start, end
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:13:44.4050050+01:00, 2024-03-25T20:14:25.1969540+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:15:37.1656680+01:00, 2024-03-25T20:15:43.0993670+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:16:49.5128060+01:00, 2024-03-25T20:16:51.9321530+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:17:56.1105940+01:00, 2024-03-25T20:17:58.0020600+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:19:18.3287450+01:00, 2024-03-25T20:19:20.6120180+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:21:34.3579730+01:00, 2024-03-25T20:21:40.5174830+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Orc, True, 2024-03-25T20:23:08.7256600+01:00, 2024-03-25T20:23:23.8632720+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:24:11.8052980+01:00, 2024-03-25T20:24:13.1266520+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:27:01.8046250+01:00, 2024-03-25T20:27:03.5571840+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:28:34.6935850+01:00, 2024-03-25T20:28:38.4050990+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:33:32.3768960+01:00, 2024-03-25T20:33:44.8923870+01:00
a9420c435f998811b8340024d2f082ea-1,473da7e4-4f01-4580-b6df-ee2a9e53aefe, Intro, True, 2024-03-25T20:35:01.9575850+01:00, 2024-03-25T20:35:04.7379070+01:00
