user_id,starttime,finishtime,playtime,start_level,finish_level,name
64ca28d524c9c96d8e6a33d71a48f602-1,2024-03-14 14:11:37.480167+00:00,2024-03-14 14:13:01.658690+00:00,84.178523,1,2,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:44:17.808443+00:00,2024-03-28 14:45:13.699919+00:00,55.891476,1,1,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:45:22.109077+00:00,2024-03-28 14:46:21.943377+00:00,59.8343,1,1,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:46:32.508262+00:00,2024-03-28 14:47:33.318227+00:00,60.809965,1,1,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:47:48.071838+00:00,2024-03-28 14:49:10.884747+00:00,82.812909,1,2,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:49:15.995219+00:00,2024-03-28 14:50:11.185768+00:00,55.190549,1,1,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:50:20.018781+00:00,2024-03-28 14:51:20.350211+00:00,60.33143,1,1,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:51:25.664408+00:00,2024-03-28 14:52:23.981007+00:00,58.316599,1,1,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:52:31.744248+00:00,2024-03-28 14:53:32.560161+00:00,60.815913,1,1,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:53:36.862982+00:00,2024-03-28 14:54:39.694555+00:00,62.831573,1,2,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:54:43.954232+00:00,2024-03-28 14:55:28.773710+00:00,44.819478,1,1,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 14:55:32.727291+00:00,2024-03-28 14:56:57.487497+00:00,84.760206,1,4,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 15:19:36.268784+00:00,2024-03-28 15:22:47.706245+00:00,191.437461,1,5,
64ca28d524c9c96d8e6a33d71a48f602-3,2024-03-28 15:22:54.079186+00:00,2024-03-28 15:24:40.895107+00:00,106.815921,1,3,
