user_id,starttime,finishtime,playtime,start_level,finish_level,name
2ca36a2b38495e45bb6655215dd65feb-5,2024-03-13 19:13:33.202036+00:00,2024-03-13 19:14:50.201707+00:00,76.999671,1,1,
2ca36a2b38495e45bb6655215dd65feb-5,2024-03-13 19:14:57.713696+00:00,2024-03-13 19:15:57.536844+00:00,59.823148,1,1,
2ca36a2b38495e45bb6655215dd65feb-5,2024-03-13 19:16:01.518428+00:00,2024-03-13 19:17:32.840980+00:00,91.322552,1,2,
2ca36a2b38495e45bb6655215dd65feb-5,2024-03-13 19:17:37.905823+00:00,2024-03-13 19:18:37.730767+00:00,59.824944,1,1,
2ca36a2b38495e45bb6655215dd65feb-5,2024-03-13 19:18:41.226936+00:00,2024-03-13 19:19:38.548622+00:00,57.321686,1,1,
2ca36a2b38495e45bb6655215dd65feb-5,2024-03-13 19:19:41.975643+00:00,2024-03-13 19:20:40.983329+00:00,59.007686,1,1,
2ca36a2b38495e45bb6655215dd65feb-1,2024-03-16 09:50:40.752404+00:00,2024-03-16 09:52:09.310587+00:00,88.558183,1,4,
2ca36a2b38495e45bb6655215dd65feb-1,2024-03-16 09:52:11.230327+00:00,2024-03-16 09:53:16.471655+00:00,65.241328,1,4,
2ca36a2b38495e45bb6655215dd65feb-1,2024-03-16 09:53:18.243698+00:00,2024-03-16 09:55:20.062718+00:00,121.81902,1,5,
2ca36a2b38495e45bb6655215dd65feb-1,2024-03-16 09:55:22.248125+00:00,2024-03-16 09:56:42.570654+00:00,80.322529,1,5,
2ca36a2b38495e45bb6655215dd65feb-1,2024-03-16 09:56:44.549941+00:00,2024-03-16 09:58:22.372324+00:00,97.822383,1,5,
2ca36a2b38495e45bb6655215dd65feb-1,2024-03-16 09:58:24.016677+00:00,2024-03-16 09:59:58.280364+00:00,94.263687,1,4,
2ca36a2b38495e45bb6655215dd65feb-1,2024-03-16 09:59:59.955705+00:00,2024-03-16 10:05:24.554348+00:00,324.598643,1,4,
