user_id,starttime,finishtime,playtime,start_level,finish_level,name
76023690985966990fc2c4591a2307e8-1,2024-03-13 09:40:24.332249+00:00,2024-03-13 09:43:09.331679+00:00,164.99943,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-13 09:43:19.982249+00:00,2024-03-13 09:44:20.806008+00:00,60.823759,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-13 09:44:39.203076+00:00,2024-03-13 09:45:54.025888+00:00,74.822812,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-13 09:46:25.385653+00:00,2024-03-13 09:47:43.707150+00:00,78.321497,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-13 09:48:02.326972+00:00,2024-03-13 09:49:03.649791+00:00,61.322819,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-13 09:49:59.928129+00:00,2024-03-13 09:51:17.253455+00:00,77.325326,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-13 09:52:06.383259+00:00,2024-03-13 09:54:00.148355+00:00,113.765096,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-13 09:55:08.946269+00:00,2024-03-13 09:55:38.627825+00:00,29.681556,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-13 09:57:47.845795+00:00,2024-03-13 09:59:09.848770+00:00,82.002975,1,3,
76023690985966990fc2c4591a2307e8-1,2024-03-13 09:59:29.726110+00:00,2024-03-13 10:00:29.042851+00:00,59.316741,1,2,
76023690985966990fc2c4591a2307e8-1,2024-03-13 10:00:42.401833+00:00,2024-03-13 10:01:44.222707+00:00,61.820874,1,2,
76023690985966990fc2c4591a2307e8-1,2024-03-13 10:01:52.250763+00:00,2024-03-13 10:03:34.656208+00:00,102.405445,1,3,
76023690985966990fc2c4591a2307e8-1,2024-03-13 10:05:32.171744+00:00,2024-03-13 10:06:57.319761+00:00,85.148017,1,2,
76023690985966990fc2c4591a2307e8-1,2024-03-13 10:07:33.242802+00:00,2024-03-13 10:08:47.234047+00:00,73.991245,1,3,
76023690985966990fc2c4591a2307e8-1,2024-03-13 13:09:28.246045+00:00,2024-03-13 13:12:11.933702+00:00,163.687657,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-13 13:13:07.577956+00:00,2024-03-13 13:13:42.354625+00:00,34.776669,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-13 13:15:02.749796+00:00,2024-03-13 13:16:18.143735+00:00,75.393939,1,3,
76023690985966990fc2c4591a2307e8-1,2024-03-13 13:16:34.822750+00:00,2024-03-13 13:17:48.140199+00:00,73.317449,1,2,
76023690985966990fc2c4591a2307e8-1,2024-03-13 13:17:53.976404+00:00,2024-03-13 13:20:45.019172+00:00,171.042768,1,5,
76023690985966990fc2c4591a2307e8-1,2024-03-13 13:20:54.738527+00:00,2024-03-13 13:22:08.057839+00:00,73.319312,1,2,
76023690985966990fc2c4591a2307e8-1,2024-03-13 20:02:05.468456+00:00,2024-03-13 20:02:52.538840+00:00,47.070384,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-14 17:49:21.683899+00:00,2024-03-14 17:51:22.190065+00:00,120.506166,1,2,
76023690985966990fc2c4591a2307e8-1,2024-03-14 17:51:48.021777+00:00,2024-03-14 17:52:58.326113+00:00,70.304336,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-14 17:53:06.988343+00:00,2024-03-14 17:54:59.803967+00:00,112.815624,1,2,
76023690985966990fc2c4591a2307e8-1,2024-03-14 17:55:06.355183+00:00,2024-03-14 17:58:39.678779+00:00,213.323596,1,4,
76023690985966990fc2c4591a2307e8-1,2024-03-14 17:59:48.132952+00:00,2024-03-14 18:01:50.392099+00:00,122.259147,1,4,
76023690985966990fc2c4591a2307e8-1,2024-03-14 18:09:51.860891+00:00,2024-03-14 18:10:52.360709+00:00,60.499818,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-14 18:11:01.578379+00:00,2024-03-14 18:12:01.396230+00:00,59.817851,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-14 18:12:30.628847+00:00,2024-03-14 18:13:29.959084+00:00,59.330237,1,1,
76023690985966990fc2c4591a2307e8-1,2024-03-14 18:14:00.136782+00:00,2024-03-14 18:14:51.148010+00:00,51.011228,1,2,
76023690985966990fc2c4591a2307e8-3,2024-03-27 15:47:28.240388+00:00,2024-03-27 15:49:06.763077+00:00,98.522689,1,2,
76023690985966990fc2c4591a2307e8-3,2024-03-27 15:49:10.200085+00:00,2024-03-27 15:50:41.516935+00:00,91.31685,1,2,
76023690985966990fc2c4591a2307e8-3,2024-03-27 15:50:49.705292+00:00,2024-03-27 15:51:52.025783+00:00,62.320491,1,1,
Total,,,2886.3838029999997,,,Story_Lucija_7e8_games.csv
