user_id, session_id, start, finish, start_level, finish_level
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:13:33.2020360+01:00,2024-03-13T20:14:50.2017070+01:00,1,1
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:13:33.2020360+01:00,2024-03-13T20:14:50.2966390+01:00,1,1
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:13:33.2020360+01:00,2024-03-13T20:14:50.2980660+01:00,1,1
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:13:33.2020360+01:00,2024-03-13T20:14:56.2420520+01:00,1,1
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:14:57.7136960+01:00,2024-03-13T20:15:57.5368440+01:00,1,1
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:14:57.7136960+01:00,2024-03-13T20:15:57.5414530+01:00,1,1
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:14:57.7136960+01:00,2024-03-13T20:15:57.5426200+01:00,1,1
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:14:57.7136960+01:00,2024-03-13T20:16:00.5633430+01:00,1,1
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:16:01.5184280+01:00,2024-03-13T20:17:32.8409800+01:00,1,2
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:16:01.5184280+01:00,2024-03-13T20:17:36.3656020+01:00,1,2
2ca36a2b38495e45bb6655215dd65feb-5,c00e935b-3d7e-4831-bf2a-0504c3f2af71,2024-03-13T20:17:37.9058230+01:00,2024-03-13T20:18:37.7307670+01:00,1,1
