user_id, session_id, start, finish, start_level, finish_level
6a52a6f3ad39f98698e9b8732cf0c717-1,e5512d4c-1cab-4484-a51f-d02996f1f2f0,2024-03-17T19:54:35.4381650+01:00,2024-03-17T19:56:37.8450510+01:00,6,9
6a52a6f3ad39f98698e9b8732cf0c717-1,e5512d4c-1cab-4484-a51f-d02996f1f2f0,2024-03-17T19:54:35.4381650+01:00,2024-03-17T19:56:37.9504650+01:00,6,9
6a52a6f3ad39f98698e9b8732cf0c717-1,e5512d4c-1cab-4484-a51f-d02996f1f2f0,2024-03-17T19:54:35.4381650+01:00,2024-03-17T19:56:41.9934600+01:00,6,9
6a52a6f3ad39f98698e9b8732cf0c717-1,e5512d4c-1cab-4484-a51f-d02996f1f2f0,2024-03-17T19:56:45.5051410+01:00,2024-03-17T20:00:05.3332310+01:00,6,10
6a52a6f3ad39f98698e9b8732cf0c717-1,e5512d4c-1cab-4484-a51f-d02996f1f2f0,2024-03-17T19:56:45.5051410+01:00,2024-03-17T20:00:13.0976390+01:00,6,10
6a52a6f3ad39f98698e9b8732cf0c717-1,e5512d4c-1cab-4484-a51f-d02996f1f2f0,2024-03-17T20:00:14.9905010+01:00,2024-03-17T20:03:43.3103400+01:00,6,10
6a52a6f3ad39f98698e9b8732cf0c717-1,e5512d4c-1cab-4484-a51f-d02996f1f2f0,2024-03-17T20:00:14.9905010+01:00,2024-03-17T20:03:48.5847280+01:00,6,10
6a52a6f3ad39f98698e9b8732cf0c717-1,e5512d4c-1cab-4484-a51f-d02996f1f2f0,2024-03-17T20:03:50.1767960+01:00,2024-03-17T20:07:08.9943850+01:00,6,10
6a52a6f3ad39f98698e9b8732cf0c717-1,e5512d4c-1cab-4484-a51f-d02996f1f2f0,2024-03-17T20:03:50.1767960+01:00,2024-03-17T20:07:17.3666080+01:00,6,10
6a52a6f3ad39f98698e9b8732cf0c717-1,e5512d4c-1cab-4484-a51f-d02996f1f2f0,2024-03-17T20:03:50.1767960+01:00,2024-03-17T20:07:18.0480740+01:00,6,10
