user_id, session_id, start, finish, start_level, finish_level
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:31:27.1651480+01:00,2024-03-28T22:32:40.6925460+01:00,1,2
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:31:27.1651480+01:00,2024-03-28T22:32:40.7974450+01:00,1,2
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:31:27.1651480+01:00,2024-03-28T22:32:40.7991230+01:00,1,2
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:31:27.1651480+01:00,2024-03-28T22:32:44.5611560+01:00,1,2
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:32:45.4505350+01:00,2024-03-28T22:34:18.3449360+01:00,1,3
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:32:45.4505350+01:00,2024-03-28T22:35:01.2101230+01:00,1,3
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:35:02.9478130+01:00,2024-03-28T22:36:45.7516350+01:00,1,2
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:35:02.9478130+01:00,2024-03-28T22:36:49.8317700+01:00,1,2
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:37:41.3005750+01:00,2024-03-28T22:39:42.1210790+01:00,1,3
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:37:41.3005750+01:00,2024-03-28T22:40:25.3082590+01:00,1,3
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:40:28.2843200+01:00,2024-03-28T22:41:13.8812330+01:00,1,1
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:40:28.2843200+01:00,2024-03-28T22:41:20.0219620+01:00,1,1
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:41:22.6934630+01:00,2024-03-28T22:42:41.5109340+01:00,1,1
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:41:22.6934630+01:00,2024-03-28T22:42:45.0318390+01:00,1,1
f89a1df7662ac2b07abf3293b06f1b14-3,fca6df27-38d5-43a3-973d-7a4cc35c55a6,2024-03-28T22:41:22.6934630+01:00,2024-03-28T22:43:13.6360980+01:00,1,1
