user_id, session_id, command_name, note_timings
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Archer,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Archer,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Defend,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Defend,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Defend,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Defend,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Defend,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Attack,System.Single[]
64ca28d524c9c96d8e6a33d71a48f602-3,1b4045fd-7c12-4fa7-b480-12d907563f0c,Infantry,System.Single[]
