user_id, session_id, start, finish, start_level, finish_level
user_id, session_id, start, finish, start_level, finish_level
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:44:17.8084430+01:00,2024-03-28T15:45:13.6999190+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:44:17.8084430+01:00,2024-03-28T15:45:13.7932890+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:44:17.8084430+01:00,2024-03-28T15:45:17.0521740+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:45:22.1090770+01:00,2024-03-28T15:46:21.9433770+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:45:22.1090770+01:00,2024-03-28T15:46:21.9491560+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:45:22.1090770+01:00,2024-03-28T15:46:21.9507180+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:45:22.1090770+01:00,2024-03-28T15:46:28.1479830+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:46:32.5082620+01:00,2024-03-28T15:47:33.3182270+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:46:32.5082620+01:00,2024-03-28T15:47:33.3226290+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:46:32.5082620+01:00,2024-03-28T15:47:44.4605010+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:47:48.0718380+01:00,2024-03-28T15:49:10.8847470+01:00,1,2
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:47:48.0718380+01:00,2024-03-28T15:49:10.8896820+01:00,1,2
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:47:48.0718380+01:00,2024-03-28T15:49:12.6885310+01:00,1,2
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:49:15.9952190+01:00,2024-03-28T15:50:11.1857680+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:49:15.9952190+01:00,2024-03-28T15:50:13.4055220+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:50:20.0187810+01:00,2024-03-28T15:51:20.3502110+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:50:20.0187810+01:00,2024-03-28T15:51:20.3546770+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:50:20.0187810+01:00,2024-03-28T15:51:22.5124340+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:51:25.6644080+01:00,2024-03-28T15:52:23.9810070+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:51:25.6644080+01:00,2024-03-28T15:52:23.9879250+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:51:25.6644080+01:00,2024-03-28T15:52:23.9891620+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:51:25.6644080+01:00,2024-03-28T15:52:27.1745560+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:52:31.7442480+01:00,2024-03-28T15:53:32.5601610+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:52:31.7442480+01:00,2024-03-28T15:53:34.8630920+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:53:36.8629820+01:00,2024-03-28T15:54:39.6945550+01:00,1,2
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:53:36.8629820+01:00,2024-03-28T15:54:42.0536770+01:00,1,2
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:54:43.9542320+01:00,2024-03-28T15:55:28.7737100+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:54:43.9542320+01:00,2024-03-28T15:55:30.4517180+01:00,1,1
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:55:32.7272910+01:00,2024-03-28T15:56:57.4874970+01:00,1,4
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:55:32.7272910+01:00,2024-03-28T15:56:57.4926140+01:00,1,4
64ca28d524c9c96d8e6a33d71a48f602-3,158bb6e0-3d18-496d-a0c0-4e67b085672d,2024-03-28T15:55:32.7272910+01:00,2024-03-28T15:56:59.5272080+01:00,1,4
