user_id, session_id, name, wasSkipped, start, end
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Intro, True, 2024-03-28T18:45:01.5450100+01:00, 2024-03-28T18:45:02.4615150+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Orc, True, 2024-03-28T18:47:23.8612810+01:00, 2024-03-28T18:47:28.3446510+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Intro, True, 2024-03-28T18:48:12.7274590+01:00, 2024-03-28T18:48:13.6182700+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Orc, True, 2024-03-28T18:50:26.2546090+01:00, 2024-03-28T18:50:27.4887980+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Intro, True, 2024-03-28T18:52:17.3260130+01:00, 2024-03-28T18:52:18.0762180+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Orc, True, 2024-03-28T18:54:06.2825530+01:00, 2024-03-28T18:54:07.3651420+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Intro, True, 2024-03-28T18:55:11.6514110+01:00, 2024-03-28T18:55:12.4430190+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Intro, True, 2024-03-28T18:56:22.5906010+01:00, 2024-03-28T18:56:23.3280010+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Orc, True, 2024-03-28T18:58:18.5199360+01:00, 2024-03-28T18:58:19.8089090+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Intro, True, 2024-03-28T19:00:11.2580890+01:00, 2024-03-28T19:00:12.1619570+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Orc, True, 2024-03-28T19:02:22.3797600+01:00, 2024-03-28T19:02:23.4067780+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Intro, True, 2024-03-28T19:03:59.1191920+01:00, 2024-03-28T19:04:00.1907450+01:00
64ca28d524c9c96d8e6a33d71a48f602-3,80aee2da-7fd5-47b3-a056-b10da9d7e1fa, Orc, True, 2024-03-28T19:06:03.8956380+01:00, 2024-03-28T19:06:04.7824860+01:00
