user_id, session_id, name, wasSkipped, start, end
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Intro, True, 2024-04-05T13:49:38.4394270+02:00, 2024-04-05T13:49:41.2736800+02:00
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Orc, True, 2024-04-05T13:52:12.3492710+02:00, 2024-04-05T13:52:13.6800290+02:00
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Razula, True, 2024-04-05T13:55:27.6743870+02:00, 2024-04-05T13:55:28.9894070+02:00
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Intro, True, 2024-04-05T13:56:35.2770030+02:00, 2024-04-05T13:56:36.5980340+02:00
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Orc, True, 2024-04-05T13:58:52.9672560+02:00, 2024-04-05T13:58:54.8547990+02:00
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Razula, True, 2024-04-05T14:02:03.5822070+02:00, 2024-04-05T14:02:06.9282580+02:00
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Razula, True, 2024-04-05T14:05:39.8597670+02:00, 2024-04-05T14:05:43.0137410+02:00
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Intro, True, 2024-04-05T14:06:45.4241160+02:00, 2024-04-05T14:06:46.4113900+02:00
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Orc, True, 2024-04-05T14:09:03.3071910+02:00, 2024-04-05T14:09:04.2914110+02:00
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Razula, True, 2024-04-05T14:11:55.2828760+02:00, 2024-04-05T14:11:56.3097300+02:00
aef000178558d0aa1c66c0246ecc449d-3,8a8a9a61-605e-42a4-9939-34dba78aa449, Golem, True, 2024-04-05T14:15:16.7883510+02:00, 2024-04-05T14:15:18.7571270+02:00
