sbj; age; sex; block; phase; trialnr; sound; press order; accumulated RT; press duration; key name
1; 14; moški; tempo; eksperiment; 1; T1_tapping.wav; 1; 0; 115; space
1; 14; moški; tempo; eksperiment; 1; T1_tapping.wav; 2; 538; 112; space
1; 14; moški; tempo; eksperiment; 1; T1_tapping.wav; 3; 1091; 128; space
1; 14; moški; tempo; eksperiment; 1; T1_tapping.wav; 4; 1689; 128; space
1; 14; moški; tempo; eksperiment; 1; T1_tapping.wav; 5; 2328; 104; space
1; 14; moški; tempo; eksperiment; 1; T1_tapping.wav; 6; 2927; 128; space
1; 14; moški; tempo; eksperiment; 1; T1_tapping.wav; 7; 3485; 112; space
1; 14; moški; tempo; eksperiment; 1; T1_tapping.wav; 8; 4064; 128; space
1; 14; moški; tempo; eksperiment; 1; T1_tapping.wav; 9; 4741; NA; return
1; 14; moški; tempo; eksperiment; 2; T2_tapping.wav; 1; 0; 103; space
1; 14; moški; tempo; eksperiment; 2; T2_tapping.wav; 2; 538; 128; space
1; 14; moški; tempo; eksperiment; 2; T2_tapping.wav; 3; 1084; 128; space
1; 14; moški; tempo; eksperiment; 2; T2_tapping.wav; 4; 1662; 128; space
1; 14; moški; tempo; eksperiment; 2; T2_tapping.wav; 5; 2248; 116; space
1; 14; moški; tempo; eksperiment; 2; T2_tapping.wav; 6; 2836; 72; space
1; 14; moški; tempo; eksperiment; 2; T2_tapping.wav; 7; 3409; 136; space
1; 14; moški; tempo; eksperiment; 2; T2_tapping.wav; 8; 3949; 112; space
1; 14; moški; tempo; eksperiment; 2; T2_tapping.wav; 9; 5009; 120; return
1; 14; moški; tempo; eksperiment; 3; T3_tapping.wav; 1; 0; 71; space
1; 14; moški; tempo; eksperiment; 3; T3_tapping.wav; 2; 552; 60; space
1; 14; moški; tempo; eksperiment; 3; T3_tapping.wav; 3; 1070; 128; space
1; 14; moški; tempo; eksperiment; 3; T3_tapping.wav; 4; 1620; 64; space
1; 14; moški; tempo; eksperiment; 3; T3_tapping.wav; 5; 2237; 76; space
1; 14; moški; tempo; eksperiment; 3; T3_tapping.wav; 6; 2842; 72; space
1; 14; moški; tempo; eksperiment; 3; T3_tapping.wav; 7; 3431; 64; space
1; 14; moški; tempo; eksperiment; 3; T3_tapping.wav; 8; 4010; 96; space
1; 14; moški; tempo; eksperiment; 3; T3_tapping.wav; 9; 12110; 103; return
1; 14; moški; tempo; eksperiment; 4; T4_tapping.wav; 1; 0; 43; space
1; 14; moški; tempo; eksperiment; 4; T4_tapping.wav; 2; 266; 48; space
1; 14; moški; tempo; eksperiment; 4; T4_tapping.wav; 3; 599; 48; space
1; 14; moški; tempo; eksperiment; 4; T4_tapping.wav; 4; 906; 52; space
1; 14; moški; tempo; eksperiment; 4; T4_tapping.wav; 5; 1224; 56; space
1; 14; moški; tempo; eksperiment; 4; T4_tapping.wav; 6; 1536; 52; space
1; 14; moški; tempo; eksperiment; 4; T4_tapping.wav; 7; 1835; 48; space
1; 14; moški; tempo; eksperiment; 4; T4_tapping.wav; 8; 2186; 56; space
1; 14; moški; tempo; eksperiment; 4; T4_tapping.wav; 9; 2911; 76; return
