sbj; age; sex; block; phase; trialnr; sound; press order; accumulated RT; press duration; key name
23; 16; moški; ritem; eksperimenta; 3; R_MS2_tapping.wav; 4; 843; 48; space
23; 16; moški; ritem; eksperimenta; 3; R_MS2_tapping.wav; 5; 1145; 48; space
23; 16; moški; ritem; eksperimenta; 3; R_MS2_tapping.wav; 6; 1411; 44; space
23; 16; moški; ritem; eksperimenta; 3; R_MS2_tapping.wav; 7; 1809; 52; space
23; 16; moški; ritem; eksperimenta; 3; R_MS2_tapping.wav; 8; 1979; 56; space
23; 16; moški; ritem; eksperimenta; 3; R_MS2_tapping.wav; 9; 2277; 48; space
23; 16; moški; ritem; eksperimenta; 3; R_MS2_tapping.wav; 10; 2540; 48; space
23; 16; moški; ritem; eksperimenta; 3; R_MS2_tapping.wav; 11; 3434; NA; return
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 1; 0; 63; space
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 2; 227; 64; space
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 3; 399; 56; space
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 4; 672; 56; space
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 5; 1111; 68; space
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 6; 1384; 60; space
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 7; 1552; 52; space
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 8; 1800; 52; space
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 9; 2202; 56; space
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 10; 2501; 64; space
23; 16; moški; ritem; eksperimenta; 4; R_CS1_tapping.wav; 11; 3940; 88; return
23; 16; moški; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 1; 0; 71; space
23; 16; moški; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 2; 452; 84; space
23; 16; moški; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 3; 895; 80; space
23; 16; moški; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 4; 1319; 76; space
23; 16; moški; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 5; 1774; 72; space
23; 16; moški; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 6; 2218; 84; space
23; 16; moški; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 7; 2991; NA; return
23; 16; moški; tempo; eksperiment; 1; TE_MS2_tapping.wav; 1; 0; 63; space
23; 16; moški; tempo; eksperiment; 1; TE_MS2_tapping.wav; 2; 636; 80; space
23; 16; moški; tempo; eksperiment; 1; TE_MS2_tapping.wav; 3; 1251; 68; space
23; 16; moški; tempo; eksperiment; 1; TE_MS2_tapping.wav; 4; 1850; 84; space
23; 16; moški; tempo; eksperiment; 1; TE_MS2_tapping.wav; 5; 2447; 88; space
23; 16; moški; tempo; eksperiment; 1; TE_MS2_tapping.wav; 6; 3030; 92; space
23; 16; moški; tempo; eksperiment; 1; TE_MS2_tapping.wav; 7; 3631; 100; space
23; 16; moški; tempo; eksperiment; 1; TE_MS2_tapping.wav; 8; 4260; 112; space
23; 16; moški; tempo; eksperiment; 1; TE_MS2_tapping.wav; 9; 4840; 116; return
23; 16; moški; tempo; eksperiment; 2; TE_E1_tapping.wav; 1; 0; 67; space
23; 16; moški; tempo; eksperiment; 2; TE_E1_tapping.wav; 2; 523; 72; space
23; 16; moški; tempo; eksperiment; 2; TE_E1_tapping.wav; 3; 1105; 68; space
23; 16; moški; tempo; eksperiment; 2; TE_E1_tapping.wav; 4; 1631; 80; space
23; 16; moški; tempo; eksperiment; 2; TE_E1_tapping.wav; 5; 2188; 96; space
23; 16; moški; tempo; eksperiment; 2; TE_E1_tapping.wav; 6; 2734; 100; space
23; 16; moški; tempo; eksperiment; 2; TE_E1_tapping.wav; 7; 3297; 108; space
23; 16; moški; tempo; eksperiment; 2; TE_E1_tapping.wav; 8; 3898; 84; space
23; 16; moški; tempo; eksperiment; 2; TE_E1_tapping.wav; 9; 4425; 108; return
23; 16; moški; tempo; eksperiment; 3; TE_CS2_tapping.wav; 1; 0; 75; space
23; 16; moški; tempo; eksperiment; 3; TE_CS2_tapping.wav; 2; 514; 80; space
23; 16; moški; tempo; eksperiment; 3; TE_CS2_tapping.wav; 3; 1032; 72; space
23; 16; moški; tempo; eksperiment; 3; TE_CS2_tapping.wav; 4; 1598; 56; space
23; 16; moški; tempo; eksperiment; 3; TE_CS2_tapping.wav; 5; 2148; 68; space
23; 16; moški; tempo; eksperiment; 3; TE_CS2_tapping.wav; 6; 2669; 68; space
23; 16; moški; tempo; eksperiment; 3; TE_CS2_tapping.wav; 7; 3203; 80; space
23; 16; moški; tempo; eksperiment; 3; TE_CS2_tapping.wav; 8; 3746; 88; space
23; 16; moški; tempo; eksperiment; 3; TE_CS2_tapping.wav; 9; 4238; 108; return
23; 16; moški; tempo; eksperiment; 4; TE_ES1_tapping.wav; 1; 0; 59; space
23; 16; moški; tempo; eksperiment; 4; TE_ES1_tapping.wav; 2; 433; 64; space
23; 16; moški; tempo; eksperiment; 4; TE_ES1_tapping.wav; 3; 859; 72; space
23; 16; moški; tempo; eksperiment; 4; TE_ES1_tapping.wav; 4; 1296; 76; space
23; 16; moški; tempo; eksperiment; 4; TE_ES1_tapping.wav; 5; 1749; 68; space
23; 16; moški; tempo; eksperiment; 4; TE_ES1_tapping.wav; 6; 2184; 88; space
23; 16; moški; tempo; eksperiment; 4; TE_ES1_tapping.wav; 7; 2661; 72; space
23; 16; moški; tempo; eksperiment; 4; TE_ES1_tapping.wav; 8; 3120; 88; space
23; 16; moški; tempo; eksperiment; 4; TE_ES1_tapping.wav; 9; 3510; NA; return
