user_id, session_id, name, wasSkipped, start, end
727a348d462e1a34a375212ecf8aa4ca-1,dee53260-ee3a-450f-9c14-e1d38a38df6f, Intro, True, 2024-03-14T16:20:24.9397300+01:00, 2024-03-14T16:20:27.3156230+01:00
