user_id, session_id, name, wasSkipped, start, end
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, False, 2024-03-13T10:36:28.7986700+01:00, 2024-03-13T10:38:35.5517460+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T10:39:50.4632120+01:00, 2024-03-13T10:39:53.2725670+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T10:41:53.5737660+01:00, 2024-03-13T10:41:55.8124260+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T10:43:47.3104850+01:00, 2024-03-13T10:43:49.5916020+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T10:45:24.9517150+01:00, 2024-03-13T10:45:26.0194300+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T10:46:53.1444100+01:00, 2024-03-13T10:46:54.1852610+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T10:49:07.1267990+01:00, 2024-03-13T10:49:08.0598290+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Orc, True, 2024-03-13T10:51:01.2187450+01:00, 2024-03-13T10:51:19.9235420+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T10:53:01.8969580+01:00, 2024-03-13T10:53:03.2735180+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T10:54:11.7971290+01:00, 2024-03-13T10:54:12.8109080+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Orc, True, 2024-03-13T10:56:04.9829370+01:00, 2024-03-13T10:56:06.2169640+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T10:57:25.2141150+01:00, 2024-03-13T10:57:27.6332430+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Orc, True, 2024-03-13T10:58:47.7848410+01:00, 2024-03-13T10:58:49.1464700+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T10:59:11.7256870+01:00, 2024-03-13T10:59:12.6453560+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Orc, True, 2024-03-13T11:00:37.0045730+01:00, 2024-03-13T11:00:42.3255830+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T11:01:44.1825690+01:00, 2024-03-13T11:01:45.0737920+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Intro, True, 2024-03-13T11:03:04.6864360+01:00, 2024-03-13T11:03:05.5492760+01:00
64ca28d524c9c96d8e6a33d71a48f602-1,1b68852e-62be-48f9-82cd-1dfeb250dcd7, Orc, True, 2024-03-13T11:04:36.3018880+01:00, 2024-03-13T11:04:37.5510470+01:00
