user_id,starttime,playtime,start_level,finish_level
user_id,,, start_level, finish_level
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:30:28.674473+00:00,107.359859,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:30:28.674473+00:00,157.729913,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:33:13.753436+00:00,124.32024,1,4
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:33:13.753436+00:00,125.60701,1,4
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:35:20.625164+00:00,133.046462,1,4
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:41:51.472742+00:00,71.501531,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:41:51.472742+00:00,72.742458,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:43:05.911014+00:00,60.330778,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:43:05.911014+00:00,60.336588,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:43:05.911014+00:00,61.619093,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:44:09.915358+00:00,77.320455,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:44:09.915358+00:00,77.3262,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:44:09.915358+00:00,77.327609,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:44:09.915358+00:00,78.399909,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:45:30.761272+00:00,66.816644,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:45:30.761272+00:00,66.822887,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:45:30.761272+00:00,424.714653,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-13 09:45:30.761272+00:00,425.41456,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-13 11:44:40.132369+00:00,85.50997,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-13 11:44:40.132369+00:00,121.683041,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-13 11:44:40.132369+00:00,122.742569,1,2
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:30:12.137293+00:00,56.495126,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:30:12.137293+00:00,56.58801,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:30:12.137293+00:00,63.119608,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:31:19.313270+00:00,60.316101,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:31:19.313270+00:00,60.321042,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:31:19.313270+00:00,60.322433,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:31:19.313270+00:00,67.063424,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:33:14.196168+00:00,55.039958,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:33:14.196168+00:00,57.19014,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:34:14.468480+00:00,43.817239,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:34:14.468480+00:00,46.095462,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:35:03.661278+00:00,62.328918,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:35:03.661278+00:00,62.333705,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:35:03.661278+00:00,65.548707,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:36:12.865712+00:00,60.830793,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:36:12.865712+00:00,69.01129,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:37:29.113556+00:00,64.817647,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:37:29.113556+00:00,66.551426,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:38:43.554007+00:00,55.816668,1,3
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:38:43.554007+00:00,58.940293,1,3
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:39:45.813401+00:00,189.796569,1,5
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:39:45.813401+00:00,285.846361,1,5
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:45:04.337754+00:00,86.079057,1,3
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:45:04.337754+00:00,87.800588,1,3
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:46:34.161745+00:00,99.289985,1,4
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:46:34.161745+00:00,99.294636,1,4
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:46:34.161745+00:00,100.607218,1,4
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:48:16.364899+00:00,155.842228,1,5
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:48:16.364899+00:00,158.132941,1,5
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:50:56.524632+00:00,107.817017,1,4
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:50:56.524632+00:00,109.188859,1,4
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:52:47.585372+00:00,182.675998,1,5
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:52:47.585372+00:00,184.006966,1,5
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:55:53.257475+00:00,242.557849,1,7
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:55:53.257475+00:00,286.388369,1,7
a9420c435f998811b8340024d2f082ea-1,2024-03-14 20:55:53.257475+00:00,287.253148,1,7
user_id,,, start_level, finish_level
a9420c435f998811b8340024d2f082ea-2,2024-03-14 21:13:49.354203+00:00,93.420899,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-14 21:13:49.354203+00:00,93.519325,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-14 21:13:49.354203+00:00,109.341764,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-14 21:15:44.637355+00:00,61.541469,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-14 21:15:44.637355+00:00,61.546744,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-14 21:15:44.637355+00:00,61.548249,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-14 21:15:44.637355+00:00,63.749881,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-14 21:16:53.721451+00:00,50.820874,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-14 21:16:53.721451+00:00,98.225766,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-14 21:16:53.721451+00:00,99.778826,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:48:45.018265+00:00,71.166924,6,6
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:48:45.018265+00:00,73.522195,6,6
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:50:00.067030+00:00,64.97874,6,6
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:50:00.067030+00:00,70.576504,6,6
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:51:11.651984+00:00,74.926527,6,6
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:51:11.651984+00:00,115.531687,6,6
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:53:24.255619+00:00,59.322679,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:53:24.255619+00:00,59.327203,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:53:24.255619+00:00,59.328562,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:53:24.255619+00:00,75.291748,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:54:49.704261+00:00,52.31872,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:54:49.704261+00:00,71.243915,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-16 21:54:49.704261+00:00,73.01729,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:08:52.674575+00:00,71.905991,6,6
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:08:52.674575+00:00,71.998816,6,6
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:08:52.674575+00:00,95.364091,6,6
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:12:39.861053+00:00,57.328646,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:12:39.861053+00:00,63.579416,1,1
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:13:44.420433+00:00,95.312161,6,7
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:13:44.420433+00:00,98.074393,6,7
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:15:23.589345+00:00,44.809608,6,7
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:15:23.589345+00:00,47.309844,6,7
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:16:12.408758+00:00,87.309725,6,7
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:16:12.408758+00:00,91.809929,6,7
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:17:45.338554+00:00,87.309831,6,8
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:17:45.338554+00:00,91.644163,6,8
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:19:19.463992+00:00,87.810737,6,8
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:19:19.463992+00:00,90.434499,6,8
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:20:51.184762+00:00,119.784184,6,9
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:20:51.184762+00:00,125.338308,6,9
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:22:57.366273+00:00,122.587248,6,9
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:22:57.366273+00:00,122.591948,6,9
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:22:57.366273+00:00,125.682196,6,9
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:25:06.354765+00:00,265.211567,6,10
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:25:06.354765+00:00,273.41962,6,10
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:29:42.339741+00:00,134.81089,6,9
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:29:42.339741+00:00,140.739429,6,9
a9420c435f998811b8340024d2f082ea-1,2024-03-16 22:29:42.339741+00:00,143.423763,6,9
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:51:17.916403+00:00,61.261295,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:51:17.916403+00:00,73.228746,1,1
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:52:39.630089+00:00,72.930561,1,2
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:52:39.630089+00:00,76.441825,1,2
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:54:04.611334+00:00,80.325868,1,2
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:54:04.611334+00:00,80.331128,1,2
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:54:04.611334+00:00,85.04985,1,2
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:55:30.922870+00:00,60.474651,6,7
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:55:30.922870+00:00,79.207725,6,7
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:56:50.986736+00:00,84.944538,6,7
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:56:50.986736+00:00,93.456148,6,7
a9420c435f998811b8340024d2f082ea-2,2024-03-17 20:58:26.246172+00:00,100.929605,6,8
