user_id,starttime,playtime,start_level,finish_level
0ed2fdf848570ddf04cd3dfd2920cc3d-2,2024-03-14 13:56:14.208454+00:00,77.896201,1,2
0ed2fdf848570ddf04cd3dfd2920cc3d-2,2024-03-14 13:56:14.208454+00:00,77.99792,1,2
0ed2fdf848570ddf04cd3dfd2920cc3d-2,2024-03-14 13:56:14.208454+00:00,86.668698,1,2
0ed2fdf848570ddf04cd3dfd2920cc3d-2,2024-03-14 13:57:43.251547+00:00,71.326967,1,2
0ed2fdf848570ddf04cd3dfd2920cc3d-2,2024-03-14 13:57:43.251547+00:00,71.334537,1,2
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-14 14:12:54.674662+00:00,59.005518,1,1
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-14 14:12:54.674662+00:00,59.107707,1,1
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-14 14:12:54.674662+00:00,63.10968,1,1
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-14 14:14:01.418928+00:00,79.316379,1,1
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-14 14:14:01.418928+00:00,79.322205,1,1
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-14 14:14:01.418928+00:00,79.323464,1,1
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-14 14:14:01.418928+00:00,82.892919,1,1
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-14 14:14:01.418928+00:00,84.069855,1,1
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-14 14:16:45.650543+00:00,78.733863,1,1
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-14 14:16:45.650543+00:00,78.814009,1,1
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:20:19.824379+00:00,97.34279,1,4
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:20:19.824379+00:00,101.269954,1,4
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:22:03.025993+00:00,66.313191,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:22:03.025993+00:00,66.318877,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:22:03.025993+00:00,69.574774,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:23:14.973727+00:00,73.327588,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:23:14.973727+00:00,75.448981,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:24:32.785838+00:00,94.091292,1,4
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:24:32.785838+00:00,94.097762,1,4
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:24:32.785838+00:00,97.105735,1,4
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:26:11.630320+00:00,87.399366,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:26:11.630320+00:00,89.454704,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:27:42.962663+00:00,74.823039,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:27:42.962663+00:00,76.946038,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:29:01.880910+00:00,80.308965,1,4
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:29:01.880910+00:00,80.314863,1,4
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:29:01.880910+00:00,85.264922,1,4
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:30:28.950551+00:00,160.159344,1,5
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-24 18:30:28.950551+00:00,184766.122258,1,5
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-26 21:49:57.773756+00:00,134.685038,1,5
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-26 21:49:57.773756+00:00,142.928596,1,5
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-26 21:52:22.971299+00:00,77.546505,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-26 21:52:22.971299+00:00,83.158245,1,3
0ed2fdf848570ddf04cd3dfd2920cc3d-1,2024-03-26 21:52:22.971299+00:00,85.168748,1,3
Total,,187988.091497,,
