user_id, session_id, timestamp, music_time, closest_offset, drum_id
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:49.3817190+02:00,6.442667,0.05733347,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:49.7838680+02:00,6.848,0.152,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:50.1174580+02:00,7.168,0.1680002,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:50.7717930+02:00,7.829333,0.1706667,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:51.2546090+02:00,8.32,0.1800003,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:51.8654590+02:00,8.917334,0.0826664,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:52.1955760+02:00,9.258667,0.241333,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:52.6689140+02:00,9.728,0.2279997,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:53.1283500+02:00,10.176,0.1759996,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:53.5857950+02:00,10.64533,0.1453333,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:54.0591850+02:00,11.11467,0.1146669,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:54.5167120+02:00,11.584,0.08399963,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:55.0043910+02:00,12.07467,0.07466698,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:55.4918790+02:00,12.544,0.04399967,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:55.9502770+02:00,13.01333,0.01333332,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:56.4223580+02:00,13.48267,0.01733303,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:56.9913260+02:00,14.03733,0.03733349,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:57.4919390+02:00,14.54933,0.04933357,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:57.9078790+02:00,14.976,0.02400017,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:58.4513110+02:00,15.50933,0.009333611,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:58.9654880+02:00,16.02133,0.02133369,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:59.4371810+02:00,16.49067,0.009332657,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:01:59.8660600+02:00,16.93867,0.0613327,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:00.3671200+02:00,17.42933,0.07066727,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:00.7967780+02:00,17.856,0.1439991,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:01.3116460+02:00,18.368,0.132,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:01.7549170+02:00,18.816,0.184,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:02.2279850+02:00,19.28533,0.2146664,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:02.6869790+02:00,19.73333,0.2333336,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:03.1458080+02:00,20.20267,0.2026672,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:03.5894020+02:00,20.65067,0.1506672,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:04.0892690+02:00,21.14133,0.1413326,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:04.5459260+02:00,21.58933,0.08933258,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:05.0320660+02:00,22.10133,0.1013336,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:05.4633260+02:00,22.528,0.02799988,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:05.9086360+02:00,22.95467,0.04533386,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:06.3944300+02:00,23.46667,0.03333282,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:06.8514120+02:00,23.91467,0.08533287,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:07.3384090+02:00,24.40533,0.09466743,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:07.7829440+02:00,24.832,0.1679993,1
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:08.2547690+02:00,25.32267,0.1773338,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:08.6578930+02:00,25.728,0.2280006,0
79279ae487a02d328d43ca0aae8fd93e-3,06cd0b81-972b-4131-bb47-a97f5eff671c,2024-04-12T21:02:09.0891300+02:00,26.15467,0.1546669,1
