user_id,starttime,finishtime,playtime,start_level,finish_level,name
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 09:37:54.483574+00:00,2024-03-13 09:38:54.406298+00:00,59.922724,1,1,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 09:39:03.381188+00:00,2024-03-13 09:40:08.695275+00:00,65.314087,1,1,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 09:40:11.879368+00:00,2024-03-13 09:42:27.659847+00:00,135.780479,1,2,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 09:43:43.853543+00:00,2024-03-13 09:46:54.753152+00:00,190.899609,1,1,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 09:47:18.318950+00:00,2024-03-13 09:48:41.645990+00:00,83.32704,1,1,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 09:48:45.110014+00:00,2024-03-13 09:50:24.430911+00:00,99.320897,1,2,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 09:55:30.577321+00:00,2024-03-13 09:57:38.974178+00:00,128.396857,1,3,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 09:57:46.585604+00:00,2024-03-13 09:59:10.401851+00:00,83.816247,1,3,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 12:46:36.556560+00:00,2024-03-13 12:48:24.461967+00:00,107.905407,1,5,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 13:01:20.808885+00:00,2024-03-13 13:03:41.014872+00:00,140.205987,1,4,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 13:03:46.991307+00:00,2024-03-13 13:06:15.804977+00:00,148.81367,1,5,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-13 13:06:18.565833+00:00,2024-03-13 13:07:12.380471+00:00,53.814638,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:32:13.182928+00:00,2024-03-13 20:33:11.090583+00:00,57.907655,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:33:16.991567+00:00,2024-03-13 20:34:16.315384+00:00,59.323817,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:34:45.466797+00:00,2024-03-13 20:35:46.780846+00:00,61.314049,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:35:52.043913+00:00,2024-03-13 20:36:52.856821+00:00,60.812908,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:36:58.397251+00:00,2024-03-13 20:37:57.874426+00:00,59.477175,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:38:05.210163+00:00,2024-03-13 20:39:04.534222+00:00,59.324059,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:39:08.079633+00:00,2024-03-13 20:39:59.387890+00:00,51.308257,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:40:02.738706+00:00,2024-03-13 20:41:00.082892+00:00,57.344186,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:41:02.423087+00:00,2024-03-13 20:41:46.352646+00:00,43.929559,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:41:52.447984+00:00,2024-03-13 20:42:34.229870+00:00,41.781886,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:42:39.519521+00:00,2024-03-13 20:44:03.986997+00:00,84.467476,1,4,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-13 20:44:07.536526+00:00,2024-03-13 20:45:14.742412+00:00,67.205886,1,3,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-14 13:19:01.513580+00:00,2024-03-14 13:20:01.537812+00:00,60.024232,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-14 13:20:29.351819+00:00,2024-03-14 13:21:48.172557+00:00,78.820738,1,1,
f89a1df7662ac2b07abf3293b06f1b14-2,2024-03-14 13:21:56.310480+00:00,2024-03-14 13:23:25.130379+00:00,88.819899,1,2,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:01:03.200645+00:00,2024-03-19 20:02:42.606794+00:00,99.406149,1,3,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:02:49.589596+00:00,2024-03-19 20:03:48.914325+00:00,59.324729,1,1,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:03:51.948880+00:00,2024-03-19 20:05:02.261834+00:00,70.312954,1,3,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:05:07.311322+00:00,2024-03-19 20:06:09.775550+00:00,62.464228,1,4,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:06:14.048475+00:00,2024-03-19 20:07:22.369282+00:00,68.320807,1,2,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:07:24.851850+00:00,2024-03-19 20:09:32.179500+00:00,127.32765,1,3,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:09:34.562249+00:00,2024-03-19 20:11:43.846220+00:00,129.283971,1,4,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:11:46.160289+00:00,2024-03-19 20:13:48.621265+00:00,122.460976,1,4,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:13:50.719194+00:00,2024-03-19 20:15:24.984597+00:00,94.265403,1,3,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:15:27.689847+00:00,2024-03-19 20:17:47.973355+00:00,140.283508,1,5,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:17:51.743738+00:00,2024-03-19 20:19:50.816995+00:00,119.073257,1,4,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:20:40.080148+00:00,2024-03-19 20:23:01.906328+00:00,141.82618,1,4,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:23:29.535836+00:00,2024-03-19 20:24:47.305444+00:00,77.769608,1,3,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:24:50.827547+00:00,2024-03-19 20:26:26.418424+00:00,95.590877,1,4,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:26:43.870418+00:00,2024-03-19 20:29:13.194040+00:00,149.323622,1,5,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:29:16.093348+00:00,2024-03-19 20:31:08.334872+00:00,112.241524,1,4,
f89a1df7662ac2b07abf3293b06f1b14-1,2024-03-19 20:31:13.442301+00:00,2024-03-19 20:31:59.365889+00:00,45.923588,1,1,
f89a1df7662ac2b07abf3293b06f1b14-3,2024-03-28 21:31:27.165148+00:00,2024-03-28 21:32:40.692546+00:00,73.527398,1,2,
f89a1df7662ac2b07abf3293b06f1b14-3,2024-03-28 21:32:45.450535+00:00,2024-03-28 21:34:18.344936+00:00,92.894401,1,3,
f89a1df7662ac2b07abf3293b06f1b14-3,2024-03-28 21:35:02.947813+00:00,2024-03-28 21:36:45.751635+00:00,102.803822,1,2,
f89a1df7662ac2b07abf3293b06f1b14-3,2024-03-28 21:37:41.300575+00:00,2024-03-28 21:39:42.121079+00:00,120.820504,1,3,
f89a1df7662ac2b07abf3293b06f1b14-3,2024-03-28 21:40:28.284320+00:00,2024-03-28 21:41:13.881233+00:00,45.596913,1,1,
f89a1df7662ac2b07abf3293b06f1b14-3,2024-03-28 21:41:22.693463+00:00,2024-03-28 21:42:41.510934+00:00,78.817471,1,1,
f89a1df7662ac2b07abf3293b06f1b14-3,2024-04-01 19:55:45.208069+00:00,2024-04-01 19:56:56.009322+00:00,70.801253,1,2,
f89a1df7662ac2b07abf3293b06f1b14-3,2024-04-01 19:57:27.889312+00:00,2024-04-01 19:59:03.476841+00:00,95.587529,1,3,
f89a1df7662ac2b07abf3293b06f1b14-3,2024-04-01 19:59:25.333069+00:00,2024-04-01 20:01:13.617706+00:00,108.284637,1,3,
