user_id, session_id, name, wasSkipped, start, end
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:39:35.4898320+02:00, 2024-04-03T13:39:41.2392460+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:41:33.7158990+02:00, 2024-04-03T13:41:34.7454730+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:43:33.3874020+02:00, 2024-04-03T13:43:34.1106240+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Orc, True, 2024-04-03T13:45:26.2562190+02:00, 2024-04-03T13:45:28.4212560+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:46:11.6933020+02:00, 2024-04-03T13:46:13.7247390+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:47:17.4523900+02:00, 2024-04-03T13:47:18.4824600+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:48:32.8219760+02:00, 2024-04-03T13:48:40.3273590+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:50:21.2444860+02:00, 2024-04-03T13:50:26.0256860+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:51:56.5287570+02:00, 2024-04-03T13:51:58.9053090+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:53:25.9957870+02:00, 2024-04-03T13:53:27.4449460+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:55:05.6420720+02:00, 2024-04-03T13:55:06.8228810+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:56:21.8577440+02:00, 2024-04-03T13:56:24.9432670+02:00
4bcdf7d61304341ccf456d97fcf56aa5-3,36616f24-8711-49b5-9ba0-5e3a34b78f49, Intro, True, 2024-04-03T13:57:43.0034790+02:00, 2024-04-03T13:57:44.1034130+02:00
