user_id, session_id, name, wasSkipped, start, end
89293ea1192f96001d6cf80101a00c96-1,e20aa7c9-0c33-4876-a0c3-1dac7b201198, Intro, True, 2024-03-19T13:18:32.7616620+01:00, 2024-03-19T13:18:33.9704140+01:00
89293ea1192f96001d6cf80101a00c96-1,e20aa7c9-0c33-4876-a0c3-1dac7b201198, Orc, True, 2024-03-19T13:20:12.4254370+01:00, 2024-03-19T13:20:13.4667800+01:00
89293ea1192f96001d6cf80101a00c96-1,e20aa7c9-0c33-4876-a0c3-1dac7b201198, Intro, True, 2024-03-19T13:20:57.8417960+01:00, 2024-03-19T13:20:58.5787040+01:00
89293ea1192f96001d6cf80101a00c96-1,e20aa7c9-0c33-4876-a0c3-1dac7b201198, Orc, True, 2024-03-19T13:22:51.9061060+01:00, 2024-03-19T13:22:52.6834930+01:00
