user_id, session_id, name, wasSkipped, start, end
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Intro, True, 2024-03-24T19:20:08.2957520+01:00, 2024-03-24T19:20:19.8239870+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Intro, True, 2024-03-24T19:22:01.8852860+01:00, 2024-03-24T19:22:03.0256860+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Intro, True, 2024-03-24T19:23:13.4612390+01:00, 2024-03-24T19:23:14.9733590+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Intro, True, 2024-03-24T19:24:31.2695950+01:00, 2024-03-24T19:24:32.7855120+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Intro, True, 2024-03-24T19:26:10.6977600+01:00, 2024-03-24T19:26:11.6299870+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Intro, True, 2024-03-24T19:27:41.9877820+01:00, 2024-03-24T19:27:42.9623690+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Intro, True, 2024-03-24T19:29:00.5327090+01:00, 2024-03-24T19:29:01.8806070+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Intro, True, 2024-03-24T19:30:27.7833030+01:00, 2024-03-24T19:30:28.9502410+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Orc, True, 2024-03-24T19:32:15.3224310+01:00, 2024-03-24T19:32:25.6644620+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Intro, True, 2024-03-26T22:49:56.0048090+01:00, 2024-03-26T22:49:57.7734640+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Orc, True, 2024-03-26T22:51:09.1426870+01:00, 2024-03-26T22:51:12.0105020+01:00
0ed2fdf848570ddf04cd3dfd2920cc3d-1,881111e4-d0b4-4274-a952-3574d99ac03b, Intro, True, 2024-03-26T22:52:21.5772950+01:00, 2024-03-26T22:52:22.9709400+01:00
